ObjectType,LookInfoKey,ObjectName,IsVariation,BaseObejctName,VariationFrom,Desc,Mesh,Material,Animset,PhysicAsset,ActionObject,PartsMesh_1,PartsMesh_2,PartsMesh_3,ParticleSystem
NP,EFDLChar_NP_DPOW_00-1.NP_DPOW_00-1,NP_DPOW_00-1,True,NP_DPOW_00,NP_DPOW_00,뚱뚱한 종업원,NP_DPOW_00.Mesh.NP_DPOW_00_SK,NP_DPOW_00-1.Mat.NP_DPOW_00-1_MI,NP_DPOW_00.Ani.NP_DPOW_00_Ani,NP_DPOW_00.Ani.NP_DPOW_00_Physics,,,,,
NP,EFDLChar_NP_DPOW_00-2.NP_DPOW_00-2,NP_DPOW_00-2,True,NP_DPOW_00,NP_DPOW_00,뚱뚱한 연가문 수련생,NP_DPOW_00.Mesh.NP_DPOW_00_SK,NP_DPOW_00-2.Mat.NP_DPOW_00-2_MI,NP_DPOW_00.Ani.NP_DPOW_00_Ani,NP_DPOW_00.Ani.NP_DPOW_00_Physics,,,,,
NP,EFDLChar_NP_DPOW_00-2_FGT.NP_DPOW_00-2_FGT,NP_DPOW_00-2_FGT,True,NP_DPOW_00,NP_DPOW_00,사랑에 빠진 적가문 수련생_03,NP_DPOW_00.Mesh.NP_DPOW_00_SK,NP_DPOW_00-2.Mat.NP_DPOW_00-2_MI,NP_DPOW_00.Ani.NP_DPOW_00_Ani,NP_DPOW_00.Ani.NP_DPOW_00_Physics,,,,,FX_BS_03.State.Par_G_StateLove_001
NP,EFDLChar_NP_DPOW_00-3.NP_DPOW_00-3,NP_DPOW_00-3,True,NP_DPOW_00,NP_DPOW_00,마기에 휩싸인 뚱뚱한 적가문수련생남,NP_DPOW_00.Mesh.NP_DPOW_00_SK,NP_DPOW_00-3.Mat.NP_DPOW_00-3_MI,NP_DPOW_00.Ani.NP_DPOW_00_Ani,NP_DPOW_00.Ani.NP_DPOW_00_Physics,,,,,FX_CM_00.Aura.Par_MP_EvilAura_01
NP,EFDLChar_NP_DPOW_00-4.NP_DPOW_00-4,NP_DPOW_00-4,True,NP_DPOW_00,NP_DPOW_00,마묵한의 영혼,NP_DPOW_00.Mesh.NP_DPOW_00_SK,NP_DPOW_00-4.Mat.NP_DPOW_00-4_MI,NP_DPOW_00.Ani.NP_DPOW_00_Ani,NP_DPOW_00.Ani.NP_DPOW_00_Physics,,,,,
NP,EFDLChar_NP_DPPH_00.NP_DPPH_00,NP_DPPH_00,False,NP_DPPH_00,NP_DPPH_00,파한,NP_DPPH_00.Mesh.NP_DPPH_00_SK,,NP_DPPH_00.Ani.NP_DPPH_00_Ani,NP_DPPH_00.Ani.NP_DPPH_00_Physics,,,,,
NP,EFDLChar_NP_DPRW_00.NP_DPRW_00,NP_DPRW_00,False,NP_DPRW_00,NP_DPRW_00,라우,NP_DPRW_00.Mesh.NP_DPRW_00_SK,,NP_DPRW_00.Ani.NP_DPRW_00_Ani,NP_DPRW_00.Ani.NP_DPRW_00_Physics,,WP_NP_DPRW_02.Mesh.WP_NP_DPRW_02,,,
NP,EFDLChar_NP_DPRW_00-1.NP_DPRW_00-1,NP_DPRW_00-1,True,NP_DPRW_00,NP_DPRW_00,라우-1 파이라,NP_DPRW_00.Mesh.NP_DPRW_00_SK,NP_DPRW_00-1.Mat.NP_DPRW_00-1_MI,NP_DPRW_00.Ani.NP_DPRW_00_Ani,NP_DPRW_00.Ani.NP_DPRW_00_Physics,,WP_NP_DPRW_02.Mesh.WP_NP_DPRW_02,,,
NP,EFDLChar_NP_DPRW_01.NP_DPRW_01,NP_DPRW_01,True,NP_DPRW_00,NP_DPRW_01,라우-2 소작농으로 위장한 적가문수련생,NP_DPRW_00.Mesh.NP_DPRW_00_SK,NP_DPRW_01.Mat.NP_DPRW_01_MI,NP_DPRW_01.Ani.NP_DPRW_01_Ani,NP_DPRW_01.Ani.NP_DPRW_01_Physics,,WP_NP_DPRW_01.Mesh.WP_NP_DPRW_01,,,
NP,EFDLChar_NP_DPRW_02.NP_DPRW_02,NP_DPRW_02,True,NP_DPRW_00,NP_DPRW_02,라우-3 랑,NP_DPRW_00.Mesh.NP_DPRW_00_SK,NP_DPRW_02.Mat.NP_DPRW_02_MI,NP_DPRW_02.Ani.NP_DPRW_02_Ani,NP_DPRW_00.Ani.NP_DPRW_00_Physics,,WP_NP_DPRW_02-1.Mesh.WP_NP_DPRW_02-1,,,
NP,EFDLChar_NP_DPRW_02-1.NP_DPRW_02-1,NP_DPRW_02-1,True,NP_DPRW_00,NP_DPRW_02,라우-4 소운,NP_DPRW_00.Mesh.NP_DPRW_00_SK,NP_DPRW_02-1.Mat.NP_DPRW_02-1_MI,NP_DPRW_02.Ani.NP_DPRW_02_Ani,NP_DPRW_00.Ani.NP_DPRW_00_Physics,,WP_NP_DPRW_02-1.Mesh.WP_NP_DPRW_02-1,,,
NP,EFDLChar_NP_DPSO_00.NP_DPSO_00,NP_DPSO_00,False,NP_DPSO_00,NP_DPSO_00,샤오,NP_DPSO_00.Mesh.NP_DPSO_00_SK,,NP_DPSO_00.Ani.NP_DPSO_00_Ani,NP_DPSO_00.Ani.NP_DPSO_00_Physics,,,,,
NP,EFDLChar_NP_DPTY_00.NP_DPTY_00,NP_DPTY_00,False,NP_DPTY_00,NP_DPTY_00,티엔,NP_DPTY_00.mesh_new.NP_DPTY_00_SK,,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,MN_Head_FE03_010.Mesh.MN_Head_FE03_010_SK,,,
NP,EFDLChar_NP_DPWI_00.NP_DPWI_00,NP_DPWI_00,False,NP_DPWI_00,NP_DPWI_00,웨이,NP_DPWI_00.Mesh.NP_DPWI_00_SK,,NP_DPWI_00.Ani.NP_DPWI_00_Ani,NP_DPWI_00.Ani.NP_DPWI_00_Physics,,,,,
NP,EFDLChar_NP_DPWI_00-1.NP_DPWI_00-1,NP_DPWI_00-1,True,NP_DPWI_00,NP_DPWI_00,에스더 웨이의 그림자,NP_DPWI_00.Mesh.NP_DPWI_00_SK,np_dpwi_00-1.Mat.NP_DPWI_00-1_MI,np_dpwi_00.Ani.NP_DPWI_00_Ani,np_dpwi_00.Ani.NP_DPWI_00_Physics,,,,,
NP,EFDLChar_NP_DPWY_00.NP_DPWY_00,NP_DPWY_00,False,NP_DPWY_00,NP_DPWY_00,왕시엔,NP_DPWY_00.Mesh.NP_DPWY_00_SK,,NP_DPWY_00.Ani.NP_DPWY_00_Ani,NP_DPWY_00.Ani.NP_DPWY_00_Physics,,,,,
NP,EFDLChar_NP_DPWY_00-1.NP_DPWY_00-1,NP_DPWY_00-1,True,NP_DPWY_00,NP_DPWY_00,지안 ,NP_DPWY_00.Mesh.NP_DPWY_00_SK,NP_DPWY_00-1.Mat.NP_DPWY_00-1_MI,NP_DPWY_00.Ani.NP_DPWY_00_Ani,NP_DPWY_00.Ani.NP_DPWY_00_Physics,,,,,
NP,EFDLChar_NP_DPWY_00-2.NP_DPWY_00-2,NP_DPWY_00-2,True,NP_DPWY_00,NP_DPWY_00,하노,NP_DPWY_00.Mesh.NP_DPWY_00_SK,NP_DPWY_00-2.Mat.NP_DPWY_00-2_MI,NP_DPWY_00.Ani.NP_DPWY_00_Ani,NP_DPWY_00.Ani.NP_DPWY_00_Physics,,,,,
NP,EFDLChar_NP_DPYH_00.NP_DPYH_00,NP_DPYH_00,False,NP_DPYH_00,NP_DPYH_00,야래향,NP_DPYH_00.Mesh.NP_DPYH_00_SK,,NP_MVHA_00.Ani.NP_MVHA_00_Ani,NP_DPYH_00.Mesh.NP_DPYH_00_Physics,,,,,
NP,EFDLChar_NP_ELAH_00.NP_ELAH_00,NP_ELAH_00,False,NP_ELAH_00,NP_ELAH_00,Dr.아이히만,NP_ELAH_00.Mesh.NP_ELAH_00_SK,,NP_ELAH_00.Ani.NP_ELAH_00_Ani,NP_ELAH_00.Ani.NP_ELAH_00_Physics,,,,,
NP,EFDLChar_NP_ELFA_00.NP_ELFA_00,NP_ELFA_00,False,NP_ELFA_00,NP_ELFA_00,파비안,NP_ELFA_00.Mesh.NP_ELFA_00_SK,,NP_ELFA_00.Ani.NP_ELFA_00_Ani,NP_ELFA_00.Ani.NP_ELFA_00_Physics,,,,,
NP,EFDLChar_NP_ELRB_00.NP_ELRB_00,NP_ELRB_00,False,NP_ELRB_00,NP_ELRB_00,로벨,NP_ELRB_00.Mesh.NP_ELRB_00_SK,,NP_ELRB_00.Ani.NP_ELRB_00_Ani,NP_ELRB_00.Ani.NP_ELRB_00_Physics,,,,,
NP,EFDLChar_NP_FZBN_00.NP_FZBN_00,NP_FZBN_00,False,NP_FZBN_00,NP_FZBN_00,베니스,NP_FZBN_00.Mesh.NP_FZBN_00_SK,MN_Head_MA04_004.Mat.Head_MA04_004_MI,NP_FZBN_00.Ani.NP_FZBN_00_Ani,NP_FZBN_00.Ani.NP_FZBN_00_Physics,,NP_FZBN_00.Mesh.WP_NP_FZBN_00_SK,,,
NP,EFDLChar_NP_FZBN_01.NP_FZBN_01,NP_FZBN_01,True,NP_FZBN_00,NP_FZBN_01,나바루,NP_FZBN_00.mesh_new.NP_FZBN_00_SK,NP_FZBN_01.Mat.NP_FZBN_01_MI,HM_MA04.ani_0000.HM_MA04_0000_00A_Nor_Ani,HM_MA04.Mesh.HM_MA04_Physics,,MN_Head_MA04_004.Mesh.Head_MA04_004_SK,,,
NP,EFDLChar_NP_FZDG_00.NP_FZDG_00,NP_FZDG_00,False,NP_FZDG_00,NP_FZDG_00,드라고,NP_FZDG_00.mesh_new.NP_FZDG_00_SK,MN_Head_MA03_002.Mat.MN_Head_MA03_002-1_MI,HM_MA03.ani_0000.HM_MA03_0000_00A_Nor_Ani,HM_MA03.Mesh.HM_MA03_Physics,,MN_Head_MA03_002.Mesh.MN_Head_MA03_002_SK,,,
NP,EFDLChar_NP_FZDG_01.NP_FZDG_01,NP_FZDG_01,True,NP_FZDG_00,NP_FZDG_01,매독,NP_FZDG_00.mesh_new.NP_FZDG_00_SK,NP_FZDG_01.Mat.NP_FZDG_01_MI,HM_MA03.ani_0000.HM_MA03_0000_00A_Nor_Ani,HM_MA03.Mesh.HM_MA03_Physics,,MN_Head_MA03_002.Mesh.MN_Head_MA03_002_SK,WP_NP_CVAM_00-1.Mesh.WP_NP_CVAM_00-1_SK,,
NP,EFDLChar_NP_FZEL_00.NP_FZEL_00,NP_FZEL_00,False,NP_FZEL_00,NP_FZEL_00,엘리,NP_FZEL_00.Mesh.NP_FZEL_00_sk,,NP_FZEL_00.Ani.NP_FZEL_00_Ani,NP_FZEL_00.Ani.NP_FZEL_00_Physics,,,,,
NP,EFDLChar_NP_FZGA_00.NP_FZGA_00,NP_FZGA_00,False,NP_FZGA_00,NP_FZGA_00,가로아,NP_FZGA_00.Mesh.NP_FZGA_00_SK,,NP_FZGA_00.Ani.NP_FZGA_00_Ani,NP_FZGA_00.Ani.NP_FZGA_00_Physics,,,,,
NP,EFDLChar_NP_FZGA_00-1.NP_FZGA_00-1,NP_FZGA_00-1,True,NP_FZGA_00,NP_FZGA_00,수녀A,NP_FZGA_00.Mesh.NP_FZGA_00_SK,NP_FZGA_00-1.Mat.NP_FZGA_00-1_MI,NP_FZGA_00.Ani.NP_FZGA_00_Ani,NP_FZGA_00.Ani.NP_FZGA_00_Physics,,,,,
NP,EFDLChar_NP_FZGA_00-2.NP_FZGA_00-2,NP_FZGA_00-2,True,NP_FZGA_00,NP_FZGA_00,수녀B,NP_FZGA_00.Mesh.NP_FZGA_00_SK,NP_FZGA_00-2.Mat.NP_FZGA_00-2_MI,NP_FZGA_00.Ani.NP_FZGA_00_Ani,NP_FZGA_00.Ani.NP_FZGA_00_Physics,,,,,
NP,EFDLChar_NP_FZGA_00-3.NP_FZGA_00-3,NP_FZGA_00-3,True,NP_FZGA_00,NP_FZGA_00,메기,NP_FZGA_00.Mesh.NP_FZGA_00_SK,NP_FZGA_00-3.Mat.NP_FZGA_00-3_MI,NP_FZGA_00.Ani.NP_FZGA_00_Ani,NP_FZGA_00.Ani.NP_FZGA_00_Physics,,,,,
NP,EFDLChar_NP_FZPC_00.NP_FZPC_00,NP_FZPC_00,False,NP_FZPC_00,NP_FZPC_00,프랭크,NP_FZPC_00.Mesh.NP_FZPC_00_sk,,NP_FZPC_00.Ani.NP_FZPC_00_Ani,NP_FZPC_00.Ani.NP_FZPC_00_Physics,,,,,
NP,EFDLChar_NP_FZTM_00.NP_FZTM_00,NP_FZTM_00,False,NP_FZTM_00,NP_FZTM_00,여행자 남,NP_FZTM_00.mesh_new.NP_FZTM_00_SK,,HM_MA01.ani_0000.HM_MA01_0000_00A_Nor_Ani,HM_MA01.Mesh.HM_MA01_Physics,,MN_Head_MA01_006.Mesh.MN_Head_MA01_006_SK,,,
NP,EFDLChar_NP_FZTM_00-1.NP_FZTM_00-1,NP_FZTM_00-1,True,NP_FZTM_00,NP_FZTM_00,헬게,NP_FZTM_00.mesh_new.NP_FZTM_00_SK,NP_FZTM_00-1.Mat.NP_FZTM_00-1_MI,HM_MA01.ani_0000.HM_MA01_0000_00A_Nor_Ani,HM_MA01.Mesh.HM_MA01_Physics,,MN_Head_MA01_006.Mesh.MN_Head_MA01_006_SK,,,
NP,EFDLChar_NP_FZTM_01.NP_FZTM_01,NP_FZTM_01,True,NP_FZTM_00,NP_FZTM_01,여행자 여,NP_FZTM_01.mesh_new.NP_FZTM_002_SK,MN_Head_FE03_006.Mat.MN_Head_FE03_006_MI,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,MN_Head_FE03_006.Mesh.MN_Head_FE03_006_SK,,,
NP,EFDLChar_NP_FZTM_01-1.NP_FZTM_01-1,NP_FZTM_01-1,True,NP_FZTM_00,NP_FZTM_01,아르네,NP_FZTM_01.mesh_new.NP_FZTM_002_SK,NP_FZTM_01-1.Mat.NP_FZTM_01-1_MI,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,MN_Head_FE03_006.Mesh.MN_Head_FE03_006_SK,,,
NP,EFDLChar_NP_FZTM_01-2.NP_FZTM_01-2,NP_FZTM_01-2,True,NP_FZTM_00,NP_FZTM_01,이삭줍는 여인 1,NP_FZTM_01.mesh_new.NP_FZTM_002_SK,NP_FZTM_01-2.Mat.NP_FZTM_01-2_MI,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,MN_Head_FE03_006.Mesh.MN_Head_FE03_006_SK,,,
NP,EFDLChar_NP_FZTM_01-3.NP_FZTM_01-3,NP_FZTM_01-3,True,NP_FZTM_00,NP_FZTM_01,이삭줍는 여인2,NP_FZTM_01.mesh_new.NP_FZTM_002_SK,NP_FZTM_01-3.Mat.NP_FZTM_01-3_MI,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,MN_Head_FE03_006.Mesh.MN_Head_FE03_006_SK,,,
NP,EFDLChar_NP_FZTM_01-4.NP_FZTM_01-4,NP_FZTM_01-4,True,NP_FZTM_00,NP_FZTM_01,이삭줍는 여인3,NP_FZTM_01.mesh_new.NP_FZTM_002_SK,NP_FZTM_01-4.Mat.NP_FZTM_01-4_MI,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,MN_Head_FE03_006.Mesh.MN_Head_FE03_006_SK,,,
NP,EFDLChar_NP_FZTM_01-5.NP_FZTM_01-5,NP_FZTM_01-5,True,NP_FZTM_00,NP_FZTM_01,이삭줍는 여인4,NP_FZTM_01.mesh_new.NP_FZTM_002_SK,NP_FZTM_01-5.Mat.NP_FZTM_01-5_MI,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,MN_Head_FE03_006.Mesh.MN_Head_FE03_006_SK,,,
NP,EFDLChar_NP_FZTM_01-6.NP_FZTM_01-6,NP_FZTM_01-6,True,NP_FZTM_00,NP_FZTM_01,지친농부(여)2,NP_FZTM_01.mesh_new.NP_FZTM_002_SK,NP_FZTM_01-6.Mat.NP_FZTM_01-6_MI,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,MN_Head_FE03_006.Mesh.MN_Head_FE03_006_SK,,,
NP,EFDLChar_NP_FZTM_01-7.NP_FZTM_01-7,NP_FZTM_01-7,True,NP_FZTM_00,NP_FZTM_01,수근대는 농부(여)2,NP_FZTM_01.mesh_new.NP_FZTM_002_SK,NP_FZTM_01-7.Mat.NP_FZTM_01-7_MI,HM_FE03.ani_0000.HM_FE03_0000_00A_Nor_Ani,HM_FE03.Mesh.HM_FE03_Physics,,MN_Head_FE03_006.Mesh.MN_Head_FE03_006_SK,,,
NP,EFDLChar_NP_FZTM_02.NP_FZTM_02,NP_FZTM_02,True,NP_FZTM_00,NP_FZTM_02,보부상,NP_FZTM_00.mesh_new.NP_FZTM_00_SK,NP_FZTM_02.Mat.NP_FZTM_02_MI,HM_MA01.ani_0000.HM_MA01_0000_00A_Nor_Ani,HM_MA01.Mesh.HM_MA01_Physics,,MN_Head_MA01_006.Mesh.MN_Head_MA01_006_SK,WP_NP_LPNE_00-1.Mesh.WP_NP_LPNE_00-1_SK,,
NP,EFDLChar_NP_FZYN_00.NP_FZYN_00,NP_FZYN_00,False,NP_FZYN_00,NP_FZYN_00,요나,NP_FZYN_00.Mesh.NP_FZYN_00_SK,,NP_FZDG_00.Ani.NP_FZDG_00_Ani,NP_FZDG_00.Ani.NP_FZDG_00_Physics,,,,,
NP,EFDLChar_NP_FZYN_00-1.NP_FZYN_00-1,NP_FZYN_00-1,True,NP_FZYN_00,NP_FZYN_00,농부 2,NP_FZYN_00.Mesh.NP_FZYN_00_SK,NP_FZYN_00-1.Mat.NP_FZYN_00-1_MI,,,,,,,
NP,EFDLChar_NP_FZYN_01.NP_FZYN_01,NP_FZYN_01,True,NP_FZYN_00,NP_FZYN_01,게으른 농부,NP_FZYN_01.Mesh.NP_FZYN_01_SK,NP_FZYN_01.Mat.NP_FZYN_01_MI,NP_FZYN_01.Ani.NP_FZYN_01_Ani,NP_FZYN_01.Ani.NP_FZYN_01_Physics,,,,,
NP,EFDLChar_NP_FZYN_01-1.NP_FZYN_01-1,NP_FZYN_01-1,True,NP_FZYN_00,NP_FZYN_01,비뚤어진농부 타라남편,NP_FZYN_01.Mesh.NP_FZYN_01_SK,NP_FZYN_01-1.Mat.NP_FZYN_01-1_MI,,,,,,,
NP,EFDLChar_NP_FZYN_01-2.NP_FZYN_01-2,NP_FZYN_01-2,True,NP_FZYN_00,NP_FZYN_01,일하는 농부_1,NP_FZYN_01.Mesh.NP_FZYN_01_SK,NP_FZYN_01-2.Mat.NP_FZYN_01-2_MI,,,,,,,
NP,EFDLChar_NP_FZYN_01-3.NP_FZYN_01-3,NP_FZYN_01-3,True,NP_FZYN_00,NP_FZYN_01,일하는 농부_2,NP_FZYN_01.Mesh.NP_FZYN_01_SK,NP_FZYN_01-3.Mat.NP_FZYN_01-3_MI,,,,,,,
NP,EFDLChar_NP_KGLA_00.NP_KGLA_00,NP_KGLA_00,False,NP_KGLA_00,NP_KGLA_00,리디아,NP_KGLA_00.Mesh.NP_KGLA_00_SK,,NP_KGLA_00.Ani.NP_KGLA_00_Ani,NP_KGLA_00.Ani.NP_KGLA_00_Physics,,NP_KGLA_00.Mesh.NP_KGLA_00_Weapon_SK,,,
NP,EFDLChar_NP_KGLA_00-1.NP_KGLA_00-1,NP_KGLA_00-1,True,NP_KGLA_00,NP_KGLA_00,리디아 베리1(타운디펜스여사제),NP_KGLA_00.Mesh.NP_KGLA_00_SK,NP_KGLA_00-1.Mat.NP_KGLA_00-1_TS_MI,NP_KGLA_00.Ani.NP_KGLA_00_Ani,NP_KGLA_00.Ani.NP_KGLA_00_Physics,,NP_KGLA_00.Mesh.NP_KGLA_00_Weapon_SK,,,
NP,EFDLChar_NP_KGLA_00-2.NP_KGLA_00-2,NP_KGLA_00-2,True,NP_KGLA_00,NP_KGLA_00,리디아 베리2(모드여사제),NP_KGLA_00.Mesh.NP_KGLA_00_SK,NP_KGLA_00-2.Mat.NP_KGLA_00-2_TS_MI,NP_KGLA_00.Ani.NP_KGLA_00_Ani,NP_KGLA_00.Ani.NP_KGLA_00_Physics,,NP_KGLA_00.Mesh.NP_KGLA_00_Weapon_SK,,,
NP,EFDLChar_NP_LGAT_00.NP_LGAT_00,NP_LGAT_00,False,NP_LGAT_00,NP_LGAT_00,아트,NP_LGAT_00.Mesh.NP_LGAT_00_sk,,NP_LPTG_00.Ani.NP_LPTG_00_Ani,NP_LPTG_00.Mesh.NP_LPTG_00_Physics,,WP_NP_LGAT_00.Mesh.WP_NP_LGAT_00_SK,,,
NP,EFDLChar_NP_LGAT_01.NP_LGAT_01,NP_LGAT_01,True,NP_LGAT_00,NP_LGAT_01,바포트,NP_LGAT_01.Mesh.NP_LGAT_01_SK,NP_LGAT_01.Mat.NP_LGAT_01_MI,NP_LGAT_01.Ani.NP_LGAT_01_Ani,NP_LGAT_01.Ani.NP_LGAT_01_Physics,,,,,
NP,EFDLChar_NP_LGAT_01-1.NP_LGAT_01-1,NP_LGAT_01-1,True,NP_LGAT_00,NP_LGAT_01,카넛,NP_LGAT_01.Mesh.NP_LGAT_01_SK,NP_LGAT_01-1.Mat.NP_LGAT_01-1_MI,NP_LGAT_01.Ani.NP_LGAT_01_Ani,NP_LGAT_01.Ani.NP_LGAT_01_Physics,,,,,
NP,EFDLChar_NP_LGAT_01-2.NP_LGAT_01-2,NP_LGAT_01-2,True,NP_LGAT_00,NP_LGAT_01,알브레트,NP_LGAT_01.Mesh.NP_LGAT_01_SK,NP_LGAT_01-2.Mat.NP_LGAT_01-2_MI_INST,NP_LGAT_01.Ani.NP_LGAT_01_Ani,NP_LGAT_01.Ani.NP_LGAT_01_Physics,,,,,
NP,EFDLChar_NP_LGAT_01-3.NP_LGAT_01-3,NP_LGAT_01-3,True,NP_LGAT_00,NP_LGAT_01,부상당한 수호대원,NP_LGAT_01.Mesh.NP_LGAT_01_SK,NP_LGAT_01-3.Mat.NP_LGAT_01-3_MI_INST,NP_LGAT_01.Ani.NP_LGAT_01_Ani,NP_LGAT_01.Ani.NP_LGAT_01_Physics,,,,,
NP,EFDLChar_NP_LGAZ_00.NP_LGAZ_00,NP_LGAZ_00,False,NP_LGAZ_00,NP_LGAZ_00,아르줄,NP_LGAZ_00.Mesh.NP_LGAZ_00_SK,,NP_LGAZ_00.Ani.NP_LGAZ_00_Ani,NP_LGAZ_00.Ani.NP_LGAZ_00_Physics,,,,,
NP,EFDLChar_NP_LGAZ_01.NP_LGAZ_01,NP_LGAZ_01,True,NP_LGAZ_00,NP_LGAZ_01,정원 관리인,NP_LGAZ_01.Mesh.NP_LGAZ_01_SK,NP_LGAZ_01.Mat.NP_LGAZ_01_MI,,,,,,,
NP,EFDLChar_NP_LGBS_00.NP_LGBS_00,NP_LGBS_00,False,NP_LGBS_00,NP_LGBS_00,수호병 베나스,NP_LGBS_00.Mesh.NP_LPTG_00_sk,,NP_LPTG_00.Ani.NP_LPTG_00_Ani,NP_LPTG_00.Mesh.NP_LPTG_00_Physics,,NP_LPTG_00.Mesh.NP_LPTG_00_Weapon_SK,,,
NP,EFDLChar_NP_LGGT_00.NP_LGGT_00,NP_LGGT_00,False,NP_LGGT_00,NP_LGGT_00,경비대 탁자,NP_LGGT_00.Mesh.NP_LGGT_00_SK,,,NP_LGGT_00.Ani.NP_LGGT_00_SK_Physics,,,,,
NP,EFDLChar_NP_LGHG_00.NP_LGHG_00,NP_LGHG_00,False,NP_LGHG_00,NP_LGHG_00,휴,NP_LGHG_00.Mesh.NP_LGHG_00_SK,,NP_LGHG_00.Ani.NP_LGHG_00_Ani,NP_LGHG_00.Mesh.NP_LGHG_00_Physics,,,,,
NP,EFDLChar_NP_LGMG_00.NP_LGMG_00,NP_LGMG_00,False,NP_LGMG_00,NP_LGMG_00,수호병 미겔,NP_LGBS_00.Mesh.NP_LPTG_00_sk,NP_LGMG_00.Mat.NP_LPTG_00_MI,NP_LPTG_00.Ani.NP_LPTG_00_Ani,NP_LPTG_00.Mesh.NP_LPTG_00_Physics,,,,,
NP,EFDLChar_NP_LGMT_00.NP_LGMT_00,NP_LGMT_00,False,NP_LGMT_00,NP_LGMT_00,메피토,NP_LGMT_00.Mesh.NP_LGMT_00_SK,,NP_LGMT_00.Ani.NP_LGMT_00_Ani,NP_LGMT_00.Ani.NP_LGMT_00_SK_Physics,,,,,
NP,EFDLChar_NP_LGMT_00-1.NP_LGMT_00-1,NP_LGMT_00-1,True,NP_LGMT_00,NP_LGMT_00,메피토(투명버젼),NP_LGMT_00.Mesh.NP_LGMT_00_SK,NP_LGMT_00-1.Mat.NP_LGMT_00-1_MI,NP_LGMT_00.Ani.NP_LGMT_00_Ani,NP_LGMT_00.Ani.NP_LGMT_00_SK_Physics,,,,,
NP,EFDLChar_NP_LGMT_01.NP_LGMT_01,NP_LGMT_01,True,NP_LGMT_00,NP_LGMT_01,메피토_베리(수정없는버전),NP_LGMT_01.Mesh.NP_LGMT_01_SK,,NP_LGMT_00.Ani.NP_LGMT_00_Ani,NP_LGMT_00.Ani.NP_LGMT_00_SK_Physics,,,,,
np,EFDLChar_NP_LHAB_00.np_lhab_00,np_lhab_00,False,np_lhab_00,np_lhab_00,알페,NP_LHAB_00.Mesh.NP_LHAB_00_SK,,np_lhab_00.Ani.NP_LHAB_00_Ani,,,,,,
NP,EFDLChar_NP_LHBC_00.NP_LHBC_00,NP_LHBC_00,False,NP_LHBC_00,NP_LHBC_00,브라카,NP_LHBC_00.Mesh.NP_LHBC_00_SK,,NP_LHBC_00.Ani.NP_LHBC_00_Ani,NP_LHBC_00.Mesh.NP_LHBC_00_Physics,,,,,
NP,EFDLChar_NP_LHBH_00.NP_LHBH_00,NP_LHBH_00,False,NP_LHBH_00,NP_LHBH_00,베다,NP_LHBH_00.Mesh.NP_LHBH_00,,NP_LHBH_00.Ani.NP_LHBH_00_Ani,NP_LHBH_00.Mesh.NP_LHBH_00_Physics,,,,,
NP,EFDLChar_NP_LHBT_00.NP_LHBT_00,NP_LHBT_00,False,NP_LHBT_00,NP_LHBT_00,바루투,NP_LHBT_00.Mesh.NP_LHBT_00_SK,,NP_LHBT_00.Ani.NP_LHBT_00_Ani,NP_LHBT_00.Ani.NP_LHBT_00_Physics,,,,,
NP,EFDLChar_NP_LHCB_00.NP_LHCB_00,NP_LHCB_00,False,NP_LHCB_00,NP_LHCB_00,코룸바,NP_LHCB_00.Mesh.NP_LHCB_00_SK,,NP_LHCB_00.Ani.NP_LHCB_00_Ani,NP_LHCB_00.Ani.NP_LHCB_00_Physics,,,,,
NP,EFDLChar_NP_LHCB_01.NP_LHCB_01,NP_LHCB_01,True,NP_LHCB_00,NP_LHCB_01,루,NP_LHCB_00.mesh_new.NP_LHCB_00_SK,NP_LHCB_01.Mat.NP_LHCB_01_MI,HM_MA05.ani_0000.HM_MA05_0000_00A_Nor_Ani,NP_LHCB_01.Ani.NP_LHCB_01_Physics,,MN_Head_MA05_002.Mesh.Head_MA05_002_SK,,,
NP,EFDLChar_NP_LHCB_01-1.NP_LHCB_01-1,NP_LHCB_01-1,True,NP_LHCB_00,NP_LHCB_01,납치된 주민들A,NP_LHCB_00.mesh_new.NP_LHCB_00_SK,NP_LHCB_01-1.Mat.NP_LHCB_01-1_MI,HM_MA05.ani_0000.HM_MA05_0000_00A_Nor_Ani,HM_MA05.Mesh.HM_MA05_Physics,,MN_Head_MA05_002.Mesh.Head_MA05_002_SK,,,
