Key,Group,Data
tip.name.item_101000009,\테이블\아이템 이름,거친 서리의 대검
tip.name.item_101000010,\테이블\아이템 이름,흑빛 대검
tip.name.item_103000008,\테이블\아이템 이름,깨진 건틀릿
tip.name.item_103000009,\테이블\아이템 이름,완성되지 못한 건틀릿
tip.name.item_103000010,\테이블\아이템 이름,진실의 건틀릿
tip.name.item_111000025,\테이블\아이템 이름,빛바랜 투구
tip.name.item_111000026,\테이블\아이템 이름,서리빛 투구
tip.name.item_111000027,\테이블\아이템 이름,믿음의 투구
tip.name.item_113000025,\테이블\아이템 이름,조잡한 투구
tip.name.item_113000026,\테이블\아이템 이름,헐거운 투구
tip.name.item_113000027,\테이블\아이템 이름,덧댄 투구
tip.name.item_121000025,\테이블\아이템 이름,빛바랜 상의
tip.name.item_121000026,\테이블\아이템 이름,서리빛 상의
tip.name.item_121000027,\테이블\아이템 이름,믿음의 상의
tip.name.item_123000025,\테이블\아이템 이름,조잡한 상의
tip.name.item_123000026,\테이블\아이템 이름,헐거운 상의
tip.name.item_123000027,\테이블\아이템 이름,덧댄 상의
tip.name.item_131000025,\테이블\아이템 이름,빛바랜 하의
tip.name.item_131000026,\테이블\아이템 이름,서리빛 하의
tip.name.item_131000027,\테이블\아이템 이름,믿음의 하의
tip.name.item_133000025,\테이블\아이템 이름,조잡한 하의
tip.name.item_133000026,\테이블\아이템 이름,헐거운 하의
tip.name.item_133000027,\테이블\아이템 이름,덧댄 하의
tip.name.item_141000025,\테이블\아이템 이름,빛바랜 장갑
tip.name.item_141000026,\테이블\아이템 이름,서리빛 장갑
tip.name.item_141000027,\테이블\아이템 이름,믿음의 장갑
tip.name.item_143000025,\테이블\아이템 이름,조잡한 장갑
tip.name.item_143000026,\테이블\아이템 이름,헐거운 장갑
tip.name.item_143000027,\테이블\아이템 이름,덧댄 장갑
tip.name.item_151000025,\테이블\아이템 이름,빛바랜 어깨
tip.name.item_151000026,\테이블\아이템 이름,서리빛 어깨
tip.name.item_151000027,\테이블\아이템 이름,믿음의 어깨
tip.name.item_153000025,\테이블\아이템 이름,조잡한 어깨
tip.name.item_153000026,\테이블\아이템 이름,헐거운 어깨
tip.name.item_153000027,\테이블\아이템 이름,덧댄 어깨
tip.name.enum_tutorialconditiontype_identity,\공통,[New!]
tip.name.enum_tutorialconditiontype_stat,\공통,[New!]
tip.name.enum_tutorialconditiontype_uiwindowclose,\공통,[New!]
tip.name.enum_modcubestagestep_start_box_wave,\공통,[New!]
tip.name.enum_skillcanceltype_normal,\공통,[New!]
tip.name.enum_skillcanceltype_with_motion,\공통,[New!]
tip.name.enum_uiwindowtype_mod_result,\공통,[New!]
tip.name.prop_70142,\테이블\프랍\애니츠,창고_2층 도개다리
tip.name.prop_70143,\테이블\프랍\애니츠,창고_2층 도개다리 작동용 레버
tip.name.prop_70243,\테이블\프랍\애니츠,상점가_훔쳐간 거울
tip.name.enum_modcubestagestep_clear,\공통,[New!]
tip.name.enum_modcubestagestep_clear_all,\공통,[New!]
tip.name.enum_modcubestagestep_fail,\공통,[New!]
tip.name.item_400000001,\테이블\아이템 이름,시리우스의 재림
tip.name.npc_monster_130116,\테이블\몬스터 이름,악마 추적견
tip.name.enum_charactercustomizingtype_decoration,\공통,[New!]
tip.name.enum_charactercustomizingtype_face,\공통,[New!]
tip.name.enum_charactercustomizingtype_hair,\공통,[New!]
tip.name.enum_dataprovidertype_character_customize,\공통,[New!]
tip.name.enum_skilleffecttype_change_npc_faction,\공통,[New!]
tip.name.enum_checktargettype_self_saved_hp,\공통,[New!]
tip.name.interactionkey_sword_1,\인터랙션키,유물 올리기
tip.name.enum_commonwidgettype_sound_note,\공통,[New!]
tip.name.enum_dataprovidertype_pcselect_list,\공통,[New!]
tip.name.targetinfo_npc,\대상 정보 이름 색상,<B><FONT COLOR='#FFFFD859' SIZE='14'>{0}</FONT></B>
tip.name.targetinfo_prop,\대상 정보 이름 색상,<B><FONT SIZE='14' COLOR='#FF00FF6F'>{0}</FONT></B>
tip.name.enum_npcinteractioneventtype_faction_change,\공통,[New!]
tip.name.enum_gameconditiontype_dummy,\공통,[New!]
tip.name.enum_gameconditiontype_life_level,\공통,[New!]
tip.name.enum_gameconditiontype_life_skill,\공통,[New!]
tip.name.enum_gameconditiontype_life_tool_grade,\공통,[New!]
tip.name.enum_gameactiontype_make_life_drop_item,\공통,[New!]
tip.name.item_95384,\테이블\아이템 이름,잿빛늑대단의 유물
tip.name.item_95385,\테이블\아이템 이름,잿빛늑대단의 유물
tip.name.npc_monster_900001,,1레벨 슈퍼탱커
tip.name.npc_monster_900005,,5레벨 슈퍼탱커
tip.name.npc_monster_900010,,10레벨 슈퍼탱커
tip.name.npc_monster_900015,,15레벨 슈퍼탱커
tip.name.npc_monster_900020,,20레벨 슈퍼탱커
tip.name.npc_monster_900025,,25레벨 슈퍼탱커
tip.name.npc_monster_900030,,30레벨 슈퍼탱커
tip.name.npc_monster_900035,,35레벨 슈퍼탱커
tip.name.npc_monster_900040,,40레벨 슈퍼탱커
tip.name.npc_monster_900045,,45레벨 슈퍼탱커
tip.name.npc_monster_900050,,50레벨 슈퍼탱커
tip.name.npc_monster_900055,,55레벨 슈퍼탱커
tip.name.npc_monster_900060,,60레벨 슈퍼탱커
tip.name.enum_disconnectreason_fallback,\공통,[New!]
tip.name.enum_disconnectreason_migration,\공통,[New!]
tip.name.enum_disconnectreason_none,\공통,[New!]
tip.name.enum_logouttype_default,\공통,[New!]
tip.name.enum_logouttype_fallback,\공통,[New!]
tip.name.enum_logouttype_migration,\공통,[New!]
tip.name.enum_uiwindowtype_prologueend,\공통,[New!]
tip.name.enum_logouttype_exit,\공통,[New!]
tip.name.enum_statchangeorigin_buff,\공통,[New!]
tip.name.enum_statchangeorigin_item,\공통,[New!]
tip.name.enum_statchangeorigin_none,\공통,[New!]
tip.name.item_700018,\테이블\아이템 이름,어빌리티 테스트 2 투구
tip.name.item_700019,\테이블\아이템 이름,어빌리티 테스트 2 상의
tip.name.item_700020,\테이블\아이템 이름,어빌리티 테스트 2 하의
tip.name.item_700021,\테이블\아이템 이름,어빌리티 테스트 2 장갑
tip.name.item_700022,\테이블\아이템 이름,어빌리티 테스트 2 어깨
tip.name.enum_itemorigin_ability_stone_carve,\공통,[New!]
tip.name.enum_modstate_victory,\공통,[New!]
tip.name.enum_modstateevent_victory,\공통,[New!]
tip.name.guild_grade_elite,\테이블\길드\길드등급,정예 길드원
tip.name.guild_grade_leader,\테이블\길드\길드등급,길드장
tip.name.guild_grade_newbie,\테이블\길드\길드등급,신입 길드원
tip.name.guild_grade_normal,\테이블\길드\길드등급,일반 길드원
tip.name.guild_grade_officer,\테이블\길드\길드등급,사무관
tip.name.guild_grade_subleader,\테이블\길드\길드등급,부길드장
tip.name.item_101100050,\테이블\아이템 이름,낯선 그림자
tip.name.item_101300050,\테이블\아이템 이름,만월
tip.name.item_102100050,\테이블\아이템 이름,에픽 21렙 아르카나 무기
tip.name.item_103100050,\테이블\아이템 이름,독사
tip.name.item_103200050,\테이블\아이템 이름,천지 개벽
tip.name.item_105100050,\테이블\아이템 이름,에픽 21렙 호크아이 무기
tip.name.item_111100050,\테이블\아이템 이름,버서커 큐브 머리
tip.name.item_111300050,\테이블\아이템 이름,워로드 큐브 머리
tip.name.item_112100050,\테이블\아이템 이름,정령소환사 큐브 머리
tip.name.item_113100050,\테이블\아이템 이름,배틀마스터 큐브 머리
tip.name.item_113200050,\테이블\아이템 이름,인파이터 큐브 머리
tip.name.item_115100050,\테이블\아이템 이름,데빌헌터 큐브 머리
tip.name.item_121100050,\테이블\아이템 이름,버서커 큐브 상의
tip.name.item_121300050,\테이블\아이템 이름,워로드 큐브 상의
tip.name.item_122100050,\테이블\아이템 이름,정령소환사 큐브 상의
tip.name.item_123100050,\테이블\아이템 이름,배틀마스터 큐브 상의
tip.name.item_123200050,\테이블\아이템 이름,인파이터 큐브 상의
tip.name.item_125100050,\테이블\아이템 이름,데빌헌터 큐브 상의
tip.name.item_131100050,\테이블\아이템 이름,버서커 큐브 하의
tip.name.item_131300050,\테이블\아이템 이름,워로드 큐브 하의
tip.name.item_132100050,\테이블\아이템 이름,정령소환사 큐브 하의
tip.name.item_133100050,\테이블\아이템 이름,배틀마스터 큐브 하의
tip.name.item_133200050,\테이블\아이템 이름,인파이터 큐브 하의
tip.name.item_135100050,\테이블\아이템 이름,데빌헌터 큐브 하의
tip.name.item_141100050,\테이블\아이템 이름,버서커 큐브 장갑
tip.name.item_141300050,\테이블\아이템 이름,워로드 큐브 장갑
tip.name.item_142100050,\테이블\아이템 이름,정령소환사 큐브 장갑
tip.name.item_143100050,\테이블\아이템 이름,배틀마스터 큐브 장갑
tip.name.item_143200050,\테이블\아이템 이름,인파이터 큐브 장갑
tip.name.item_145100050,\테이블\아이템 이름,데빌헌터 큐브 장갑
tip.name.item_151100050,\테이블\아이템 이름,버서커 큐브 어깨
tip.name.item_151300050,\테이블\아이템 이름,워로드 큐브 어깨
tip.name.item_152100050,\테이블\아이템 이름,정령소환사 큐브 어깨
tip.name.item_153100050,\테이블\아이템 이름,배틀마스터 큐브 어깨
tip.name.item_153200050,\테이블\아이템 이름,인파이터 큐브 어깨
tip.name.item_155100050,\테이블\아이템 이름,데빌헌터 큐브 어깨
tip.name.enum_npcwavenodetype_all,\공통,[New!]
tip.name.enum_npcwavenodetype_random,\공통,[New!]
tip.name.enum_npcwavenodetype_random_overlap,\공통,[New!]
tip.name.npc_monster_122270,\테이블\몬스터 이름,정체불명 암살자
tip.name.npc_monster_122280,\테이블\몬스터 이름,역병충
tip.name.enum_efkey_devapply_1_demodev,\공통,[New!]
tip.name.enum_efkey_devapply_2_dev,\공통,[New!]
tip.name.enum_efkey_devapply_3_demo,\공통,[New!]
tip.name.enum_efkey_function_questitem_1,\공통,[New!]
tip.name.enum_efkey_function_questitem_2,\공통,[New!]
tip.name.enum_efkey_function_questitem_3,\공통,[New!]
tip.name.enum_efkey_function_questitem_4,\공통,[New!]
tip.name.enum_efkey_function_questitem_5,\공통,[New!]
tip.name.enum_efkey_function_questitem_6,\공통,[New!]
tip.name.enum_efkey_function_questitem_7,\공통,[New!]
tip.name.enum_efkey_function_questitem_max,\공통,[New!]
tip.name.supplies_shop,\기능성 NPC 종류,<FONT COLOR='#CCFF00' SIZE='13'>[전투 보급품 상인]</FONT>
tip.name.enum_npcinteractioneventtype_replace,\공통,[New!]
tip.name.enum_questobjectivetype_destroy_tower,\공통,[New!]
tip.name.enum_gameactiontype_replace_npc,\공통,[New!]
tip.name.enum_npcinteractioneventtype_replace_npc,\공통,[New!]
tip.name.enum_questeventtype_destroy_tower,\공통,[New!]
tip.name.enum_statuseffecttype_forced_move,\공통,[New!]
tip.name.enum_statuseffectexpiredreasontype_keep_zone,\공통,[New!]
tip.name.enum_skillbookacquiretype_area,\공통,지점
tip.name.enum_skillbookacquiretype_chain,\공통,체인
tip.name.enum_skillbookacquiretype_charge,\공통,차지
tip.name.enum_skillbookacquiretype_combo,\공통,콤보
tip.name.enum_skillbookacquiretype_hording,\공통,홀딩
tip.name.enum_skillbookacquiretype_none,\공통,기타
tip.name.enum_skillbookacquiretype_normal,\공통,일반
tip.name.enum_skillbookacquiretype_toggle,\공통,토글
tip.name.enum_statchangeorigin_drain,\공통,[New!]
tip.name.enum_statuseffecttype_action_disable,\공통,[New!]
tip.name.item_95386,\테이블\아이템 이름,루푸스의 뿔
tip.name.item_95387,\테이블\아이템 이름,크로클로우의 알
tip.name.npc_monster_130300,\테이블\몬스터 이름,화마 군단 소환문
tip.name.npc_monster_200735,,항아로 변장한 타마
tip.name.enum_chaosgatescale_medium,\공통,[New!]
tip.name.enum_corpstype_dark,\공통,[New!]
tip.name.enum_corpstype_desire,\공통,[New!]
tip.name.enum_corpstype_disease,\공통,[New!]
tip.name.enum_corpstype_fantasy,\공통,[New!]
tip.name.enum_corpstype_mad,\공통,[New!]
tip.name.enum_tutorialconditiontype_interactprop,\공통,[New!]
tip.name.enum_npcdespawnaction_1,\공통,[New!]
tip.name.enum_npcdespawnaction_material,\공통,[New!]
tip.name.enum_npcdespawnaction_none,\공통,[New!]
tip.name.plural_item,\아이템,{0} [{1}개]
tip.name.enum_itemorigin_trigger,\공통,[New!]
tip.name.enum_tutorialconditiontype_explodetrap,\공통,[New!]
tip.name.item_690003,\테이블\아이템 이름,격투가 비파
tip.name.enum_chaosgatecorps_dark,\공통,[New!]
tip.name.enum_chaosgatecorps_desire,\공통,[New!]
tip.name.enum_chaosgatecorps_disease,\공통,[New!]
tip.name.enum_chaosgatecorps_fantasy,\공통,[New!]
tip.name.enum_chaosgatecorps_mad,\공통,[New!]
tip.name.enum_dropentitytype_ether,\공통,[New!]
tip.name.enum_dropobjectclass_ether,\공통,[New!]
tip.name.enum_objectindex_drop_ether,\공통,[New!]
tip.name.enum_npcwavepositiontype_group,\공통,[New!]
tip.name.enum_npcwavepositiontype_none,\공통,[New!]
tip.name.enum_npcwavepositiontype_spot,\공통,[New!]
tip.name.enum_gameactiontype_add_status_effect_party,\공통,[New!]
tip.name.enum_gameactiontype_remove_status_effect_party,\공통,[New!]
tip.name.enum_chaosgatestate_create,\공통,[New!]
tip.name.enum_teleporttype_position_only_without_callback,\공통,[New!]
tip.name.item_101100051,\테이블\아이템 이름,돌아선 낭인의 대검
tip.name.item_101100052,\테이블\아이템 이름,헛된 기다림
tip.name.item_101300051,\테이블\아이템 이름,과묵한 달의 캐논스피어
tip.name.item_101300052,\테이블\아이템 이름,외로운 별
tip.name.item_102100051,\테이블\아이템 이름,에픽 23렙 아르카나 무기
tip.name.item_102100052,\테이블\아이템 이름,에픽 25렙 아르카나 무기
tip.name.item_103100051,\테이블\아이템 이름,포악한 뱀 너클
tip.name.item_103100052,\테이블\아이템 이름,실락원
tip.name.item_103200051,\테이블\아이템 이름,우렁찬 천둥의 건틀릿
tip.name.item_103200052,\테이블\아이템 이름,잊혀진 계절
tip.name.item_105100051,\테이블\아이템 이름,에픽 23렙 호크아이 무기
tip.name.item_105100052,\테이블\아이템 이름,에픽 25렙 호크아이 무기
tip.name.enum_npcwavemethod_ratio,\공통,[New!]
tip.name.enum_npcwavemethod_time,\공통,[New!]
tip.name.npc_monster_900101,,1레벨 전사
tip.name.npc_monster_900102,,2레벨 전사
tip.name.npc_monster_900103,,3레벨 전사
tip.name.npc_monster_900104,,4레벨 전사
tip.name.npc_monster_900105,,5레벨 전사
tip.name.npc_monster_900106,,6레벨 전사
tip.name.npc_monster_900107,,7레벨 전사
tip.name.npc_monster_900108,,8레벨 전사
tip.name.npc_monster_900109,,9레벨 전사
tip.name.npc_monster_900110,,10레벨 전사
tip.name.enum_uiunittypeindex_ui_unit_type_index_none,\공통,[New!]
tip.name.enum_proptouchtype_chaosgate,\공통,[New!]
tip.name.enum_gameactiontype_remove_npc_wave,\공통,[New!]
tip.name.enum_commonactiontype_npc_click,\공통,[New!]
tip.name.enum_zonetype_chaosgate_dungeon,\공통,[New!]
tip.name.enum_skilleffectlooktargettype_none,\공통,[New!]
tip.name.enum_skilleffectlooktargettype_target,\공통,[New!]
tip.name.enum_tutorialuieventtargetsearchtype_hotkey,\공통,[New!]
tip.name.enum_tutorialuieventtargetsearchtype_itemindex,\공통,[New!]
tip.name.enum_tutorialuieventtargetsearchtype_none,\공통,[New!]
tip.name.enum_tutorialuieventtargetsearchtype_order,\공통,[New!]
tip.name.enum_tutorialuieventtargetsearchtype_skillindex,\공통,[New!]
tip.name.enum_tutorialuieventtargetwidgettype_expandedminimap,\공통,[New!]
tip.name.enum_tutorialuieventtargetwidgettype_identity,\공통,[New!]
tip.name.enum_tutorialuieventtargetwidgettype_itemquickslot,\공통,[New!]
tip.name.enum_tutorialuieventtargetwidgettype_minimap,\공통,[New!]
tip.name.enum_tutorialuieventtargetwidgettype_none,\공통,[New!]
tip.name.enum_tutorialuieventtargetwidgettype_quickmenubutton,\공통,[New!]
tip.name.enum_tutorialuieventtargetwidgettype_skillquickslot,\공통,[New!]
tip.name.enum_uiwindowtype_tutorial,\공통,[New!]
tip.name.item_95388,\테이블\아이템 이름,경비대 갑옷
tip.name.enum_ragetype_hp_rate,\공통,[New!]
tip.name.enum_npcwavecompletetype_all,\공통,[New!]
tip.name.enum_npcwavecompletetype_appointed,\공통,[New!]
tip.name.enum_npcwavecompletetype_ratio,\공통,[New!]
tip.name.enum_uiunittypeindex_chat_message,\공통,[New!]
tip.name.enum_uiunittypeindex_dialog_system,\공통,[New!]
tip.name.enum_uiunittypeindex_editor_resolution,\공통,[New!]
tip.name.enum_uiunittypeindex_hot_key,\공통,[New!]
tip.name.enum_uiunittypeindex_index_none,\공통,[New!]
tip.name.enum_modstateevent_hide_all_box,\공통,[New!]
tip.name.item_95389,\테이블\아이템 이름,작전지도
tip.name.item_95390,\테이블\아이템 이름,반짝이는 목걸이
tip.name.item_95391,\테이블\아이템 이름,마차 수리도구
tip.name.enum_dataprovidertype_chaosgate_ranking,\공통,[New!]
tip.name.enum_uiwindowtype_chaos_gate2,\공통,[New!]
tip.name.enum_tutorialconditiontype_endremoteevent,\공통,[New!]
tip.name.enum_tutorialeventbindtype_activate,\공통,[New!]
tip.name.enum_tutorialeventbindtype_complete,\공통,[New!]
tip.name.enum_tutorialeventbindtype_deactivate,\공통,[New!]
tip.name.enum_tutorialeventbindtype_fail,\공통,[New!]
tip.name.enum_tutorialuieventtargetwidgettype_iteminventory,\공통,[New!]
tip.name.enum_uiwindowtype_hud_common,\공통,[New!]
tip.name.item_101100018,\테이블\아이템 이름,반짝이는 대검
tip.name.item_101100019,\테이블\아이템 이름,별을 머금은 대검
tip.name.item_101100020,\테이블\아이템 이름,장인의 대검
tip.name.item_101200018,\테이블\아이템 이름,반짝이는 해머
tip.name.item_101200019,\테이블\아이템 이름,별을 머금은 해머
tip.name.item_101200020,\테이블\아이템 이름,장인의 해머
tip.name.item_101300018,\테이블\아이템 이름,반짝이는 캐논스피어
tip.name.item_101300019,\테이블\아이템 이름,별을 머금은 캐논스피어
tip.name.item_101300020,\테이블\아이템 이름,장인의 캐논 스피어
tip.name.item_103100018,\테이블\아이템 이름,기괴한 너클
tip.name.item_103100019,\테이블\아이템 이름,정교하게 만든 너클
tip.name.item_103100020,\테이블\아이템 이름,자색 너클
tip.name.item_103200018,\테이블\아이템 이름,기괴한 건틀릿
tip.name.item_103200019,\테이블\아이템 이름,정교하게 만든 건틀릿
tip.name.item_103200020,\테이블\아이템 이름,자색 건틀릿
tip.name.item_103300018,\테이블\아이템 이름,기괴한 기공사무기
tip.name.item_103300019,\테이블\아이템 이름,정교하게 만든 기공사무기
tip.name.item_103300020,\테이블\아이템 이름,자색 기공사무기
tip.name.item_111000028,\테이블\아이템 이름,절제된 투구
tip.name.item_111000029,\테이블\아이템 이름,이중 철갑 투구
tip.name.item_113000028,\테이블\아이템 이름,막 짜여진 투구
tip.name.item_113000029,\테이블\아이템 이름,너풀거리는 투구
tip.name.item_121000028,\테이블\아이템 이름,절제된 상의
tip.name.item_121000029,\테이블\아이템 이름,이중 철갑 상의
tip.name.item_123000028,\테이블\아이템 이름,막 짜여진 상의
tip.name.item_123000029,\테이블\아이템 이름,너풀거리는 상의
tip.name.item_131000028,\테이블\아이템 이름,절제된 하의
tip.name.item_131000029,\테이블\아이템 이름,이중 철갑 하의
tip.name.item_133000028,\테이블\아이템 이름,막 짜여진 하의
tip.name.item_133000029,\테이블\아이템 이름,너풀거리는 하의
tip.name.item_141000028,\테이블\아이템 이름,절제된 장갑
tip.name.item_141000029,\테이블\아이템 이름,이중 철갑 장갑
tip.name.item_143000028,\테이블\아이템 이름,막 짜여진 장갑
tip.name.item_143000029,\테이블\아이템 이름,너풀거리는 장갑
tip.name.item_151000028,\테이블\아이템 이름,절제된 어깨
tip.name.item_151000029,\테이블\아이템 이름,이중 철갑 어깨
tip.name.item_153000028,\테이블\아이템 이름,막 짜여진 어깨
tip.name.item_153000029,\테이블\아이템 이름,너풀거리는 어깨
tip.name.item_95392,\테이블\아이템 이름,참새버섯
tip.name.item_95393,\테이블\아이템 이름,야생 벌꿀
tip.name.item_95395,\테이블\아이템 이름,민물 가재
tip.name.item_95396,\테이블\아이템 이름,잘 익은 산딸기
tip.name.npc_monster_122300,,루드릭
tip.name.npc_monster_122310,\테이블\몬스터 이름,붉은 부리 백새
tip.name.npc_monster_122320,\테이블\몬스터 이름,거대 루푸스
tip.name.npc_monster_122330,\테이블\몬스터 이름,오염된 벌침나방
tip.name.npc_monster_122340,\테이블\몬스터 이름,크로클로우
tip.name.npc_monster_122350,\테이블\몬스터 이름,바위조각골램
tip.name.npc_monster_122360,\테이블\몬스터 이름,이끼 늑대
tip.name.npc_monster_122370,\테이블\몬스터 이름,묘지기 유령
tip.name.npc_monster_122380,\테이블\몬스터 이름,붉은안개정령
tip.name.skill_22180,,삼연권
tip.name.skill_22190,,월섬각
tip.name.enum_itemcategory_useup_quest_starter,\공통,[New!]
tip.name.npc_monster_777777,,두럭키
tip.name.enum_objecttimertype_fast,\공통,[New!]
tip.name.enum_objecttimertype_medium,\공통,[New!]
tip.name.enum_objecttimertype_slow,\공통,[New!]
tip.name.enum_objecttimertype_very_fast,\공통,[New!]
tip.name.enum_objecttimertype_very_slow,\공통,[New!]
tip.name.enum_modtargettype_tower,\공통,[New!]
tip.name.npc_monster_200710,,바오룽
tip.name.npc_monster_200720,,청슈
tip.name.npc_monster_200875,,소환사 타마
tip.name.npc_monster_200876,,히르아
tip.name.npc_monster_200877,,소환된 새벽안개정령
tip.name.npc_monster_201010,\테이블\몬스터 이름,계곡골램
tip.name.npc_monster_201020,,계곡골렘
tip.name.enum_affinitytype_ally_without_self,\공통,[New!]
tip.name.enum_targetuitype_hit_call,\공통,[New!]
tip.name.enum_targetuitype_none,\공통,[New!]
tip.name.enum_targetuitype_spawn_call,\공통,[New!]
tip.name.interactionkey_finding_clue,\인터랙션키,단서 찾기
tip.name.interactionkey_finding_journal,\인터랙션키,일지 찾기
tip.name.interactionkey_finding_letter,\인터랙션키,서신 찾기
tip.name.interactionkey_put_essence,\인터랙션키,정수 올리기
tip.name.item_10021,\아이템,수습 치유 물약
tip.name.item_10022,\아이템,명인 치유 물약
tip.name.item_10023,\아이템,끝없는 회복의 물약
tip.name.item_10024,\아이템,달빛 마나 물약
tip.name.item_10025,\아이템,신속의 비약
tip.name.item_101100000,\테이블\아이템 이름,부서진 대검
tip.name.item_101300000,\테이블\아이템 이름,부서진 캐논스피어
tip.name.item_103100000,\테이블\아이템 이름,어색한 너클
tip.name.item_103200000,\테이블\아이템 이름,어색한 건틀릿
tip.name.item_70010,\아이템,기사단의 메달
tip.name.item_70011,\아이템,악보: 잊혀진 왕의 노래
tip.name.item_70012,\아이템,순살 통구이 별미
tip.name.item_70013,\아이템,단단한 베른 치즈
tip.name.item_70014,\아이템,청백어 튀김
tip.name.item_70015,\아이템,라일라크 스튜
tip.name.item_70016,\아이템,로헨델 광천수
tip.name.item_70017,\아이템,참크리 스테이크
tip.name.item_70018,\아이템,가죽 조각
tip.name.item_70019,\아이템,튼튼한 방어구 덧대
tip.name.item_70020,\아이템,린넨 옷감
tip.name.item_70021,\아이템,결정화된 사파이어
tip.name.item_70022,\아이템,갑옷 파편 가루
tip.name.item_70023,\아이템,필적이 선명한 편지
tip.name.item_70024,\아이템,데빌스톤 조각
tip.name.prop_70144,\테이블\프랍\애니츠,공용 NPC_PC 모두 블로킹 볼륨
tip.name.prop_70145,\테이블\프랍\애니츠,마구간 기어오르기 트렉 이동 볼륨
tip.name.prop_70244,\테이블\프랍\애니츠,웨이 앞 죽순 내려놓는 체크 볼륨
tip.name.prop_70245,\테이블\프랍\애니츠,기루인스 완료 후 바깥 이동 체크용 볼륨_인스 내부에 배치
tip.name.prop_70246,\테이블\프랍\애니츠,관청인스 완료 후 바깥 이동 체크용 볼륨_인스 내부에 배치
tip.name.prop_70247,\테이블\프랍\애니츠,공용 NPC_PC 모두 블로킹 볼륨
tip.name.prop_70412,\테이블\프랍\애니츠,경공버프 제거용 볼륨
tip.name.prop_70413,\테이블\프랍\애니츠,입구_봉인석 앞 이동체크용 표시이펙트 볼륨
tip.name.prop_70414,\테이블\프랍\애니츠,공용 NPC_PC 모두 블로킹 볼륨
tip.name.enum_changeproppropertytype_spawn_anim,\공통,[New!]
tip.name.enum_tutorialuieventtargetwidgettype_interactionquickslot,\공통,[New!]
tip.name.enum_tutorialuieventtargetwidgettype_specialquickslot,\공통,[New!]
tip.name.enum_npcinteractioneventtype_trigger_start,\공통,[New!]
tip.name.enum_uiwindowtype_colosseum_result,\공통,[New!]
tip.name.enum_uiwindowtype_colosseum_switch,\공통,[New!]
tip.name.enum_commonwidgettype_commonactiontimingbar,\공통,[New!]
tip.name.enum_commonwidgettype_lifeactiontimingbar,\공통,[New!]
tip.name.enum_efkey_function_action_interaction2,\공통,[New!]
tip.name.interactionkey_overhear,\인터랙션키,엿듣기
tip.name.item_70025,\아이템,산딸기 가재 구이
tip.name.npc_monster_130194,\테이블\몬스터 이름,덩치 큰 얼음 골렘
tip.name.skill_17025,\테이블\스킬\PC,기상 액션
tip.name.skill_23175,\테이블\스킬\PC,기상 액션
tip.name.skill_29180,\테이블\스킬\PC,나선의 추적자
tip.name.skill_29190,\테이블\스킬\PC,잔혹한 추적자
tip.name.skill_CommonAction_50023,\테이블\공용액션,던지기
tip.name.skill_CommonAction_50024,\테이블\공용액션,내려놓기
tip.name.skill_CommonAction_90010,\테이블\공용액션,엔비스카의 분노
tip.name.skill_CommonAction_90020,\테이블\공용액션,물뿌리기
tip.name.skill_CommonAction_90030,\테이블\공용액션,양동이 던지기
tip.name.skill_CommonAction_90060,\테이블\공용액션,어둠 밝히기
tip.name.skill_CommonAction_90070,\테이블\공용액션,휘두르기
tip.name.skill_CommonAction_90071,\테이블\공용액션,성스러운 일격
tip.name.skill_CommonAction_99999,\테이블\공용액션,크레인 낚시
tip.name.enum_devshapegroup_drop,\공통,[New!]
tip.name.enum_devshapegroup_npc,\공통,[New!]
tip.name.enum_devshapegroup_npc_skill_range,\공통,[New!]
tip.name.enum_devshapegroup_path,\공통,[New!]
tip.name.enum_devshapegroup_pc,\공통,[New!]
tip.name.enum_devshapegroup_pc_skill_range,\공통,[New!]
tip.name.enum_devshapegroup_physx,\공통,[New!]
tip.name.enum_devshapegroup_projectile,\공통,[New!]
tip.name.enum_devshapegroup_projectile_path,\공통,[New!]
tip.name.enum_devshapegroup_prop,\공통,[New!]
tip.name.enum_devshapegroup_root_motion,\공통,[New!]
tip.name.enum_devshapegroup_skill_effect,\공통,[New!]
tip.name.enum_devshapegroup_super_armor,\공통,[New!]
tip.name.enum_devshapegroup_tower,\공통,[New!]
tip.name.enum_devshapegroup_transit,\공통,[New!]
tip.name.enum_devshapegroup_trap,\공통,[New!]
tip.name.enum_devshapegroup_vehicle,\공통,[New!]
tip.name.enum_devshapegroup_wall,\공통,[New!]
tip.name.enum_tutorialconditiontype_pickupether,\공통,[New!]
tip.name.npc_monster_102730,\테이블\몬스터 이름,크랙크릭
tip.name.npc_monster_102740,\테이블\몬스터 이름,푸름
tip.name.npc_monster_102750,\테이블\몬스터 이름,미쳐버린 전사 푸름
tip.name.npc_monster_102760,\테이블\몬스터 이름,미쳐버린 마법사 푸름
tip.name.npc_monster_200415,,산쇠
tip.name.npc_monster_200416,,강쇠
tip.name.npc_monster_200417,,들쇠
tip.name.shop_tab_name_sundry,\상점 탭 이름,잡화
tip.name.enum_itemdurabilitytype_normal,\공통,[New!]
tip.name.enum_itemdurabilitytype_unbreakable,\공통,[New!]
tip.name.item_101000011,\테이블\아이템 이름,빛 바랜 대검
tip.name.item_101000012,\테이블\아이템 이름,잊힌 병사의 대검
