PrimaryKey,SecondaryKey,Name,Comment,NameTag,Type,TouchType,VolumeType,PickupType,ContentType,ZoneObject,ActorClass,Level,Desc,Model,Scale,Debris,BlockProjectile,HitType,HitAmount,HitStep1,HitStep2,HitStep3,TouchAmount,TouchRegenTime,RestoreDelay,TouchOnTime,TouchOffTime,TouchRotationDestDegree,TouchRotationAngularSpeed,TouchRotationAutoRevert,JointHP,JointDamage,InteractionRange,PickupDuration,PickupDropLifetime,PickupUseConditionId,PickupUseActionId,PickupUseTargetType,PickupUseTargetId,PickupUseTargetRange,PickupMoveMotion,PickupMoveSpeed,PickupDropCommonActionIndex,PickupThrowCommonActionIndex,PickupThrowProjectileId,PickupThrowProjectileBound,PickupHitCount,CommonActionIndex,CommonActionTime,CommonActionDesc,Blocking,ClickIcon,ConditionId,ExecuteActionId,ExecuteActionCount,StateOnActionId,StateOffActionId,UsageActionId,SpawnActionId,AssembleOnTrasit,AssembleGoOffString,AssembleOffString,QuestId,DefaultAction,SkillId0,SkillCount0,SkillId1,SkillCount1,SkillId2,SkillCount2,GaugeRechargable,GaugeStart,GaugeMax,CommonActionId0,CommonActionCount0,CommonActionId1,CommonActionCount1,CommonActionId2,CommonActionCount2,MapIcon,MapPriority,InteractionKeyIcon,InteractionKeyString,ProfessionType,LifeMethodGrade,LifeCastingTier1,LifeCastingTier2,LifeCastingTier3,LifeCastingTier4,LifeCastingTier5,LifeCastingTier6,LifeExp,LifeDurability_Success,LifeDurability_Fail,SuccessRate_F,SuccessRate_D,SuccessRate_C,SuccessRate_B,SuccessRate_A,SuccessRate_S,LifeItemDropType,LifeItemDropIndex,LifeItemDropIndex_Fail,MiningBombRange,MiningBombMaxTargetCount,LifeExtraConditionIdOnSuccess,LifeExtraActionIdOnSuccess,LifeExtraActionOnSuccessRatio,LifeExtraConditionIdOnFail,LifeExtraActionIdOnFail,BareHandRatio,SquareHoleContinent,SquareHoleMapIndex,SquareHoleLevel,SquareHoleUseLevel,SquareHoleCostMoneyBase,SquareHoleCostItemIndex,SquareHole_UI_Xlocation,SquareHole_UI_Ylocation,SpawnActionTime,DespawnActionTime,SpawnAnnounceMsg,CommonActionDesc_Variation
30115,,tip.name.prop_30115,붉은장막투기장 무기 걸이,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00317.ITR_00317,100,-1,0,1,0,0,0,0,1,,20000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50042,1000,tip.name.actioncasting_shs_prop_weapon,1,0,0,0,0,0,836,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30116,,tip.name.prop_30116,안씀_상자,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00237.ITR_00237,100,0,0,1,0,0,0,0,1,,20000,1000,1000,,,,1,1,100,0,0,0,0,0,0,0,2,0,,,,100,0,50012,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,boxOpen,tip.name.interactionkey_box,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30117,,tip.name.prop_30117,붉은장막투기장 방어구 더미,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00324.ITR_00324,100,0,0,1,0,0,0,0,1,,20000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50043,2000,tip.name.actioncasting_shs_prop_equipment,1,0,0,0,0,0,835,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30118,,tip.name.prop_30118,안씀_상자,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00237.ITR_00237,100,0,0,1,0,0,0,0,1,,20000,1000,1000,,,,1,1,100,0,0,0,0,0,0,0,2,0,,,,100,0,50012,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,boxOpen,tip.name.interactionkey_box,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30119,,tip.name.prop_30119,붉은장막투기장_바에단_퀘스트_체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30120,,tip.name.prop_30120,붉은장막투기장_칼날바람언덕_이동_포탈볼륨,,0,0,3,0,0,0,0,1,볼륨형,EFDLProp_ITR_10004.ITR_10004,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,30102,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_portal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30121,,tip.name.prop_30121,붉은장막투기장_감옥 통로 문,,1,1,0,0,0,0,0,1,터치형_도어 타입,EFDLProp_ITR_00314.ITR_00314,80,0,0,1,0,0,0,0,0,,2000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50007,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30122,,tip.name.prop_30122,붉은장막투기장_감옥통로_바에단대화,,0,0,0,0,0,0,1,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30123,,tip.name.prop_30123,붉은장막투기장_이동 제한 결계 볼륨,,0,0,0,0,0,0,1,1,볼륨형,EFDLProp_ITR_00333.ITR_00333,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30124,,tip.name.prop_30124,붉은장막투기장_NPC_체크용_볼륨,,0,0,0,0,0,0,1,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30201,,tip.name.prop_30201,칼날바람언덕_철책 방벽_무너진 상태,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00210.ITR_00210,100,0,0,1,0,0,0,0,0,,5000,5000,0,,,,1,1,400,0,0,0,0,0,0,0,2,0,,,,100,0,50012,5000,tip.name.actioncasting_null,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30202,,tip.name.prop_30202,칼날바람언덕_이동식 철책,,2,0,0,0,0,0,0,1,파괴형,EFDLProp_ITR_00319.ITR_00319,100,0,0,1,3,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30203,,tip.name.prop_30203,칼날바람언덕_빙벽 얼음,,2,0,0,0,0,0,0,1,파괴형,EFDLProp_ITR_00113.ITR_00113,100,0,0,1,3,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30204,,tip.name.prop_30204,칼날바람언덕_얼음 결계,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00112.ITR_00112,100,0,0,1,0,0,0,0,0,,10000,1000,2333,,,,1,1,250,0,0,0,0,0,0,0,2,0,,,,100,0,50007,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30205,,tip.name.prop_30205,칼날바람언덕_불씨가 담긴 화로,,4,0,0,0,0,0,0,1,파괴형,EFDLProp_ITR_00051.ITR_00051,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30206,,tip.name.prop_30206,칼날바람언덕_불타버린 시체,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00054.ITR_00054,100,0,0,1,0,0,0,0,0,,10000,1000,1000,,,,1,1,200,0,0,0,0,0,0,0,2,0,,,,100,0,50012,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30207,,tip.name.prop_30207,칼날바람언덕_수상한 제단,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00017.ITR_00017,100,0,0,1,0,0,0,0,0,,10000,1000,1000,,,,1,1,250,0,0,0,0,0,0,0,2,0,,,,100,0,50042,1500,tip.name.actioncasting_null,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_put_essence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30208,,tip.name.prop_30208,칼날바람언덕_영웅의 매몰지_포탈볼륨,,0,0,3,0,0,0,0,1,볼륨형,EFDLProp_ITR_10004.ITR_10004,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,30208,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30209,,tip.name.prop_30209,칼날바람언덕_피난촌 입구_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30210,,tip.name.prop_30210,칼날바람언덕_노예매매소 입구_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30211,,tip.name.prop_30211,칼날바람언덕_점령당한 목장_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30212,,tip.name.prop_30212,칼날바람언덕_북쪽 평원_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30213,,tip.name.prop_30213,칼날바람언덕_동쪽시리우스신전_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30214,,tip.name.prop_30214,칼날바람언덕_서쪽시리우스신전_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30215,,tip.name.prop_30215,칼날바람언덕_서리감옥고원입구_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30216,,tip.name.prop_30216,칼날바람언덕_사제의 일기,,1,0,0,0,0,0,0,1,볼륨형,EFDLProp_ITR_00091.ITR_00091,100,0,0,1,0,0,0,0,0,,1000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50043,2000,tip.name.actioncasting_shs_prop_bag,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,hand,tip.name.interactionkey_finding_journal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30217,,tip.name.prop_30217,칼날바람언덕_철책 방벽_원상복구,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00209.ITR_00209,100,0,0,1,0,0,0,0,0,,5000,5000,5000,,,,1,1,100,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30218,,tip.name.prop_30218,칼날바람언덕_불타버린 시체,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00053.ITR_00053,100,0,0,1,0,0,0,0,0,,10000,1000,1000,,,,1,1,100,0,0,0,0,0,0,0,2,0,,,,100,0,50012,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30219,,tip.name.prop_30219,칼날바람언덕_불타버린 시체,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00054.ITR_00054,100,0,0,1,0,0,0,0,0,,10000,1000,1000,,,,1,1,100,0,0,0,0,0,0,0,2,0,,,,100,0,50012,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30220,,tip.name.prop_30220,칼날바람언덕_영웅의 매몰지_연출 시작 체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30221,,tip.name.prop_30221,칼날바람언덕_노예 구출용 투명 프랍,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00277.ITR_00277,100,0,0,1,0,0,0,0,0,,70000,1000,1000,,,,1,1,150,0,0,0,0,0,0,0,2,0,,,,100,0,50007,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30222,,tip.name.prop_30222,칼날바람언덕_동쪽시리우스신전_포탈볼륨,,0,0,3,0,0,0,0,1,볼륨형,EFDLProp_ITR_10004.ITR_10004,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,30210,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30223,,tip.name.prop_30223,칼날바람언덕_서쪽시리우스신전_포탈볼륨,,0,0,3,0,0,0,0,1,볼륨형,EFDLProp_ITR_10004.ITR_10004,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,30212,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30224,,tip.name.prop_30224,칼날바람언덕_서리감옥고원입구_포탈볼륨,,0,0,3,0,0,0,0,1,볼륨형,EFDLProp_ITR_10004.ITR_10004,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,30214,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30225,,tip.name.prop_30225,칼날바람언덕_영웅의 매몰지_복귀_포탈볼륨,,0,0,3,0,0,0,0,1,볼륨형,EFDLProp_ITR_10004.ITR_10004,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,30209,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_portal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30226,,tip.name.prop_30226,칼날바람언덕_동쪽시리우스신전_복귀_포탈볼륨,,0,0,3,0,0,0,0,1,볼륨형,EFDLProp_ITR_10004.ITR_10004,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,30211,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_portal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30227,,tip.name.prop_30227,칼날바람언덕_서쪽시리우스신전_복귀_포탈볼륨,,0,0,3,0,0,0,0,1,볼륨형,EFDLProp_ITR_10004.ITR_10004,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,30213,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,icon_portal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30228,,tip.name.prop_30228,칼날바람언덕_영웅의매몰지_화마의불씨,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00054.ITR_00054,100,0,0,1,0,0,0,0,0,,10000,1000,1000,,,,1,1,200,0,0,0,0,0,0,0,2,0,,,,100,0,50012,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30229,,tip.name.prop_30229,칼날바람언덕_정찰병의 시체,,1,0,0,0,0,0,0,1,터치형_클릭 타입,EFDLProp_ITR_00077.ITR_00077,100,0,0,1,0,0,0,0,0,,10000,1000,1000,,,,1,1,100,0,0,0,0,0,0,0,2,0,,,,100,0,50012,0,,1,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,gear,tip.name.interactionkey_action_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30230,,tip.name.prop_30230,칼날바람언덕_마을 북쪽으로 이동_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30231,,tip.name.prop_30231,칼날바람언덕_노예수용소로 이동_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30232,,tip.name.prop_30232,칼날바람언덕_마을 서쪽으로 이동_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30233,,tip.name.prop_30233,칼날바람언덕_서쪽으로 도망간 호웰 찾기_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
30234,,tip.name.prop_30234,칼날바람언덕_서쪽 신전으로 이동_진입체크,,0,0,0,0,0,0,0,1,볼륨형,,100,0,0,1,0,0,0,0,0,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,2,0,,,,100,0,,0,,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
